2025-03-13 20:58:41,835 | INFO | NONE | 92149 | 8264403008 | root | Log synchronization initialized: PID=92149, Host=Joshs-MacBook-Pro.local
2025-03-13 20:58:41,877 | INFO | NONE | 92149 | 8264403008 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-13 20:58:50,256 | INFO | 92181 | 8264403008 | root | Log synchronization initialized: PID=92181, Host=Joshs-MacBook-Pro.local
2025-03-16 21:53:54,590 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102536e90>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977/url
2025-03-16 21:53:54,590 | ERROR | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Unexpected error while extracting contacts from https://www.legendstoyota.com/: HTTPConnectionPool(host='localhost', port=58020): Max retries exceeded with url: /session/73c2515cc20838fdef2b4bf40a3d3977/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102537e10>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-03-16 21:53:54,591 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10250c450>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977
2025-03-16 21:53:54,592 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102594210>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977
2025-03-16 21:53:54,593 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1025948d0>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977
2025-03-16 21:53:54,594 | INFO | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Chrome WebDriver cleaned up
2025-03-16 21:53:54,594 | ERROR | 51763 | 8526678080 | verification_test | Error during extraction test: HTTPConnectionPool(host='localhost', port=58020): Max retries exceeded with url: /session/73c2515cc20838fdef2b4bf40a3d3977/url (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102537e10>: Failed to establish a new connection: [Errno 61] Connection refused'))
2025-03-16 21:53:54,595 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102595690>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977
2025-03-16 21:53:54,596 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x102597990>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977
2025-03-16 21:53:54,596 | WARNING | 51763 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x10250f010>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/73c2515cc20838fdef2b4bf40a3d3977
2025-03-16 21:53:54,597 | INFO | 51763 | 8526678080 | contact_extractor | [12639db1-e563-4ada-b372-8c1a03592553] Chrome WebDriver cleaned up
2025-03-16 21:53:54,599 | INFO | 51763 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
2025-03-16 21:54:01,137 | INFO | 51980 | 8526678080 | root | Log synchronization initialized: PID=51980, Host=Joshs-MacBook-Pro.local
2025-03-16 21:54:01,138 | INFO | 51980 | 8526678080 | verification_test | Testing enhanced extraction on: https://www.boballenford.com/
2025-03-16 21:54:01,149 | INFO | 51980 | 8526678080 | WDM | ====== WebDriver manager ======
2025-03-16 21:54:01,359 | INFO | 51980 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:54:01,424 | INFO | 51980 | 8526678080 | WDM | Get LATEST chromedriver version for google-chrome
2025-03-16 21:54:01,527 | INFO | 51980 | 8526678080 | WDM | Driver [/Users/copp1723/.wdm/drivers/chromedriver/mac64/134.0.6998.88/chromedriver-mac-arm64/THIRD_PARTY_NOTICES.chromedriver] found in cache
2025-03-16 21:54:02,402 | INFO | 51980 | 8526678080 | contact_extractor | [587a1f6b-c143-41b7-a866-fca299477a66] Chrome WebDriver initialized successfully
2025-03-16 21:54:02,402 | INFO | 51980 | 8526678080 | contact_extractor | ContactExtractor initialized with enhanced capabilities
2025-03-16 21:54:02,402 | INFO | 51980 | 8526678080 | contact_extractor | [587a1f6b-c143-41b7-a866-fca299477a66] Attempting to extract contacts from: https://www.boballenford.com/
2025-03-16 21:54:09,612 | INFO | 51980 | 8526678080 | contact_extractor | [587a1f6b-c143-41b7-a866-fca299477a66] Successfully extracted contacts from https://www.boballenford.com/
2025-03-16 21:54:09,695 | INFO | 51980 | 8526678080 | contact_extractor | [587a1f6b-c143-41b7-a866-fca299477a66] Chrome WebDriver cleaned up
2025-03-16 21:54:09,697 | WARNING | 51980 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=2, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1068f9c90>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/ec0c2be73169711a185d3e2032478a04
2025-03-16 21:54:09,697 | WARNING | 51980 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=1, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1068faa10>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/ec0c2be73169711a185d3e2032478a04
2025-03-16 21:54:09,697 | WARNING | 51980 | 8526678080 | urllib3.connectionpool | Retrying (Retry(total=0, connect=None, read=None, redirect=None, status=None)) after connection broken by 'NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1068fb690>: Failed to establish a new connection: [Errno 61] Connection refused')': /session/ec0c2be73169711a185d3e2032478a04
2025-03-16 21:54:09,698 | INFO | 51980 | 8526678080 | contact_extractor | [587a1f6b-c143-41b7-a866-fca299477a66] Chrome WebDriver cleaned up
2025-03-16 21:54:09,698 | INFO | 51980 | 8526678080 | root | Log synchronizer shutting down, processing remaining logs...
